OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
2554,04092010685,St. Augustine's University Cafeteria,1315 Oakwood Ave ,,,,27610-2247,(919) 821-7646,1991-10-17T00:00:00.000Z,Restaurant,1725,-78.62166455,35.784399,M
2555,04092110015,Enloe High School Cafeteria,128 CLARENDON CRES ,,RALEIGH,,27610-2408,(919) 856-7918,1991-10-28T00:00:00.000Z,Public School Lunchrooms,4670,-78.60333819,35.78424685,M
2556,04092010274,Franks Pizza Restaurant,2030 NEW BERN AVE ,,RALEIGH,,27610-2429,(919) 231-8990,1991-04-25T00:00:00.000Z,Restaurant,2695,-78.60562461,35.778714,M
2557,04092021125,Cook Out #19,1201 NEW BERN AVE ,,RALEIGH,,27610-2529,(919) 821-5410,2002-06-13T00:00:00.000Z,Food Stand,5796,-78.6218718,35.78018765,M
2558,04092020957,LeCount`s Catering,1500 NEW BERN AVE ,,RALEIGH,,27610-2536,(919) 538-8474,2000-07-11T00:00:00.000Z,Food Stand,2533,-78.6168801,35.7796919,M
2559,04092012252,Jacks Seafood Restaurant,1516 NEW BERN AVE ,,RALEIGH,,27610-2536,(919) 755-1551,1998-06-02T00:00:00.000Z,Restaurant,3572,-78.61632038,35.7797367,M
2560,04092011740,Burger King #9246,3500 POOLE RD ,,RALEIGH,,27610-2904,(919) 231-3008,1995-10-03T00:00:00.000Z,Restaurant,20014,-78.57714053,35.76737546,M
2561,04092300155,Food Lion #586 Meat Market ,3416 POOLE RD ,,RALEIGH,,27610-2918,,2000-07-01T00:00:00.000Z,Meat Market,5142,-78.57953261,35.76724571,M
2562,04092020978,Food Lion #586 Deli,3416 POOLE RD ,,RALEIGH,,27610-2918,(919) 231-6202,2000-07-01T00:00:00.000Z,Food Stand,5141,-78.57953261,35.76724571,M
2563,04092014221,Subway #2615,3416 POOLE RD ,STE 112,RALEIGH,,27610-2918,(919) 231-6223,2005-01-05T00:00:00.000Z,Restaurant,6871,-78.57953261,35.76724571,M
2564,04092012858,Wang`s Kitchen,3416 POOLE RD ,,RALEIGH,,27610-2918,(919) 250-0902,1999-01-19T00:00:00.000Z,Restaurant,12464,-78.57953261,35.76724571,M
2565,04092110055,Carnage Middle Cafeteria,1425 CARNAGE DR,,RALEIGH,,27610-3909,(919) 856-7613,1991-10-16T00:00:00.000Z,Public School Lunchrooms,2804,-78.62726484,35.76198785,M
2566,04092110030,Fuller Elementary Cafeteria,806 CALLOWAY DR,,RALEIGH,,27610-4014,(919) 856-7630,1991-10-16T00:00:00.000Z,Public School Lunchrooms,3172,-78.62405596,35.754924,M
2567,04092021082,Han-Dee Hugo's #46,1920 ROCK QUARRY RD ,,RALEIGH,,27610-4154,(919) 836-8780,1991-04-02T00:00:00.000Z,Food Stand,7149,-78.61289896,35.75413691,M
2568,04092020980,Food Lion #1669 Deli ,1601 CROSS LINK RD,,RALEIGH,,27610-4186,(919) 633-8250,2000-03-15T00:00:00.000Z,Food Stand,2888,-78.61481761,35.75482137,M
2569,04092013137,SUBWAY #22217,1601 CROSS LINK RD,,RALEIGH,,27610-4186,(919) 835-1555,2000-03-20T00:00:00.000Z,Restaurant,6900,-78.61481761,35.75482137,M
2570,04092012824,Wang`s Kitchen,1601-41 CROSS LINK RD ,,,,27610-4186,(919) 832-0706,1998-10-21T00:00:00.000Z,Restaurant,20216,-78.61376,35.75438832,M
2571,04092300157,Food Lion #1669 Meat Market,1601 CROSS LINK RD ,,RALEIGH,,27610-4186,(919) 807-1395,2000-03-15T00:00:00.000Z,Meat Market,3226,-78.61481761,35.75482137,M
2572,04092110531,SE Raleigh Elementary Cafeteria,1436 ROCK QUARRY RD,,RALEIGH,,27610-4187,,2019-05-17T00:00:00.000Z,Public School Lunchrooms,18765,-78.6160659,35.76040509,M
2573,04092011034,Century Center Cafeteria (DOT building),1020 BIRCH RIDGE DR ,,RALEIGH,,27610-4328,(919) 250-4244,1992-01-28T00:00:00.000Z,Restaurant,1475,-78.57897839,35.76393419,M
2574,04092110110,Southeast Raleigh H.S.Cafeteria,2600 ROCK QUARRY RD ,,RALEIGH,,27610-5102,(919) 856-2800 ext. 24980,1997-07-28T00:00:00.000Z,Public School Lunchrooms,16133,-78.604097,35.74534841,M
2575,04092050012,Word Of God Church School Cafeteria,3000 ROCK QUARRY RD ,,RALEIGH,,27610-5110,(919) 834-1141,1993-09-24T00:00:00.000Z,Private School Lunchrooms,5149,-78.59788519,35.74540122,M
2576,04092300067,Pauls Cash Grocery Meat Market,7301 POOLE RD ,,RALEIGH,,27610-9366,,1991-08-26T00:00:00.000Z,Meat Market,2844,-78.51538485,35.75733791,M
2577,04092011923,Pauls Cash Grocery &Services,7301 POOLE RD,,RALEIGH,,27610-9366,(919) 266-2624,1996-08-28T00:00:00.000Z,Restaurant,20211,-78.51538485,35.75733791,M
2578,04092017664,SHEETZ #634,8101 GLENWOOD AVE ,,RALEIGH,,27612,(919) 890-5331,2017-08-08T00:00:00.000Z,Restaurant,7538,-78.72883124,35.87359051,M
2579,04092014045,Chinatown Express,5800 Duraleigh Rd ,,RALEIGH,,27612,,2004-04-28T00:00:00.000Z,Restaurant,15818,-78.7119026,35.85735834,M
2580,04092012937,Pf Changs Restaurant,4325 Glenwood AVE ,Suite 2089,RALEIGH,,27612,(919) 787-7754,1999-06-08T00:00:00.000Z,Restaurant,2553,-78.68184484,35.84183815,T
2581,04092022033,Pizza Hut #9203,8111-167 Creedmoor RD ,,,,27612,(919) 848-9890,2017-09-07T00:00:00.000Z,Food Stand,17179,-78.68081035,35.89754797,M
2582,04092010815,Wildwood Green Snack Bar,3000 Ballybunion Way ,,RALEIGH,,27612,(919) 846-5380,1991-05-13T00:00:00.000Z,Restaurant,2162,-78.6857282,35.91006629,M
2583,04092014458,Bojangles #36,8680 Glenwood AVE ,,RALEIGH,,27612,(919) 277-0600,2005-12-05T00:00:00.000Z,Restaurant,4988,-78.74320443,35.88674606,M
2584,04092016874,STEAK N SHAKE #6702,5900 DURALEIGH ROAD,,RALEIGH,,27612,(919) 809-7524,2015-02-11T00:00:00.000Z,Restaurant,10040,-78.71243471,35.8581416,M
2585,04092021272,Moe's Southwest Grill,4325 Glenwood Ave ,Suite 2037,RALEIGH,,27612,(919) 235-4550,2004-05-01T00:00:00.000Z,Food Stand,2057,-78.68184484,35.84183815,T
2586,04092017489,J. ALEXANDER'S,4600 CRABTREE VALLEY AVE ,,RALEIGH,,27612,(984) 200-4493,2016-12-07T00:00:00.000Z,Restaurant,17121,-78.68450309,35.84046562,M
2587,04092021899,FOOD LION #193 PRODUCE,5633 CREEDMOOR RD ,,RALEIGH,,27612,(919) 781-0597,2015-10-22T00:00:00.000Z,Food Stand,10512,-78.68200551,35.85879117,M
2588,04092021330,Lowes Foods #218 Meat ,8201 Rowlock WAY ,,RALEIGH,,27612,(919) 792-0304,2005-06-16T00:00:00.000Z,Food Stand,16569,-78.73779149,35.88567281,M
2589,04092012279,KANKI JAPANESE HOUSE OF STEAKS AND SUSHI,4325 Glenwood Ave ,,RALEIGH,,27612,(919) 782-9708,1998-07-30T00:00:00.000Z,Restaurant,1470,-78.68184484,35.84183815,T
2590,04092017051,JERSEY MIKE'S #349,3201-139 EDWARDS MILL RD ,,,,27612,(984) 202-5627,2015-10-09T00:00:00.000Z,Restaurant,8664,-78.70556784,35.82545066,M
2591,04092021775,SARKU JAPAN,4325-2053 GLENWOOD AVE ,,,,27612,(919) 881-1130,2014-01-03T00:00:00.000Z,Food Stand,14322,-78.67658819,35.8395892,M
2592,04092018061,Red Monkey Latin Fusion,4325 GLENWOOD  AVE ,STE 2049,RALEIGH,,27612,(919) 896-7412,2019-02-25T00:00:00.000Z,Restaurant,16956,-78.68184484,35.84183815,T
2593,04092021615,CIRCLE K #1511,4501 DELTA LAKE  RD ,,,,27612,(919) 510-7976,2010-06-03T00:00:00.000Z,Food Stand,7850,-78.7123801,35.85658065,M
2594,04092025257,Chick-Fil-A Crabtree Valley Mall #00060,4325  GLENWOOD AVE ,UNIT 2047,RALEIGH,,27612,(919) 782-1911,2019-04-30T00:00:00.000Z,Food Stand,17882,-78.68184484,35.84183815,T
2595,04092160063,HILLCREST RALEIGH AT CRABTREE VALLEY REHAB & HEALTHCARE,3830 BLUE RIDGE RD ,,RALEIGH,,27612,(919) 781-4900,2007-09-18T00:00:00.000Z,Institutional Food Service,19773,-78.68119169,35.83201899,M
2596,04092017282,WENDY'S #6328,6611 GLENWOOD AVE ,,RALEIGH,,27612,(919) 782-1065,2016-08-11T00:00:00.000Z,Restaurant,18370,-78.7086878,35.85971365,M
2597,04092021807,KABOBI,4325  GLENWOOD AVE ,STE 2054,RALEIGH,,27612,(919) 783-0506,2014-08-06T00:00:00.000Z,Food Stand,9861,-78.68184484,35.84183815,T
2598,04092021832,HARRIS TEETER #319 DELI,2051 W. MILLBROOK ROAD,,RALEIGH,,27612,(919) 787-3048,2015-02-13T00:00:00.000Z,Food Stand,16837,-78.67971393,35.85737248,M
2599,04092022025,WHICH WICH #281,4325 GLENWOOD AVE ,STE 2053,RALEIGH,,27612,(919) 977-7968,2017-07-25T00:00:00.000Z,Food Stand,19794,-78.68184484,35.84183815,T
2600,04092016263,DICKEY'S BARBECUE PIT #413,6552 GLENWOOD  AVE ,,RALEIGH,,27612,(919) 436-3995,2012-09-20T00:00:00.000Z,Restaurant,8386,-78.70609774,35.86074545,M
2601,04092017068,PIZZA HUT #9206,6429-C GLENWOOD AVE ,,,,27612,(919) 781-1133,2015-10-29T00:00:00.000Z,Restaurant,10669,-78.70640169,35.85864647,M
2602,04092014777,Max`s Pizza & Grill,5609 Creedmoor RD ,,RALEIGH,,27612,(919) 783-6565,2007-01-16T00:00:00.000Z,Restaurant,14203,-78.68200551,35.85879117,M
2603,04092021333,Lowes Foods #218 Deli ,8201 Rowlock WAY ,,RALEIGH,,27612,(919) 792-0304,2005-06-16T00:00:00.000Z,Food Stand,8032,-78.73779149,35.88567281,M
2604,04092021633,MANDARIN EXPRESS,4325 GLENWOOD AVE ,,RALEIGH,,27612,(919) 787-7127,2010-11-12T00:00:00.000Z,Food Stand,17869,-78.68184484,35.84183815,T
2605,04092016763,FIRST WATCH,6109 GLENWOOD AVE.,,RALEIGH,,27612,(919) 789-3347,2014-09-25T00:00:00.000Z,Restaurant,19943,-78.70249018,35.85532535,M
2606,04092017981,Domino's #4464,4112-120 PLEASANT VALLEY RD ,,,,27612,(919) 783-5500,2018-11-19T00:00:00.000Z,Restaurant,19951,-78.70411749,35.8601067,M
2607,04092015696,GOLDEN CORRAL #935,6129 GLENWOOD AVE ,,RALEIGH,,27612,(919) 782-4880,2010-08-09T00:00:00.000Z,Restaurant,19958,-78.70308379,35.85557032,M
2608,04092014627,Chipotle Mexican Grill Store # 0826,6602-3 Glenwood AVE ,,,,27612,(919) 781-5115,2006-06-26T00:00:00.000Z,Restaurant,19907,-78.70824131,35.86028291,M
2609,04092021578,CRISP,4325 GLENWOOD AVE ,STE 2038,RALEIGH,,27612,(919) 787-9257,2009-09-15T00:00:00.000Z,Food Stand,4391,-78.68184484,35.84183815,T
2610,04092015233,QDOBA MEXICAN GRILL #203,3101-102 EDWARDS MILL  RD ,,,,27612,(919) 781-9220,2008-09-24T00:00:00.000Z,Restaurant,20000,-78.70695216,35.82399087,M
2611,04092160050,Brighton Gardens Assisted Living of Raleigh Kitchen,3101 Duraleigh RD,,RALEIGH,,27612,(919) 571-1123,2006-03-31T00:00:00.000Z,Institutional Food Service,20090,-78.70689091,35.82274001,M
2612,04092015848,New World Cafe,4112-124 PLEASANT VALLEY RD ,,,,27612,(919) 786-0091,2011-01-05T00:00:00.000Z,Restaurant,10870,-78.70411749,35.8601067,M
2613,04092110069,York Elementary School Cafeteria,5201 Brookhaven Drive,,RALEIGH,,27612,(919) 881-4963,1999-01-25T00:00:00.000Z,Public School Lunchrooms,10290,-78.68436852,35.85224279,M
2614,04092017014,MOD PIZZA MILLBROOK,2071-103 W MILLBROOK RD ,,,,27612,(919) 987-3668,2015-08-11T00:00:00.000Z,Restaurant,18549,-78.67947366,35.858145,M
2615,04092021833,HARRIS TEETER #319 PRODUCE,2051 W. MILLBROOK ROAD,,RALEIGH,,27612,(919) 787-3048,2015-02-13T00:00:00.000Z,Food Stand,17773,-78.67971393,35.85737248,M
2616,04092021808,AUNTIE ANNE'S PRETZELS NC#101,4325 GLENWOOD AVE ,STE 2102,RALEIGH,,27612,(919) 781-9946,2014-08-08T00:00:00.000Z,Food Stand,13865,-78.68184484,35.84183815,T
2617,04092014355,Jersey Mike`s #3002-A,5910 Duraleigh RD ,,RALEIGH,,27612,(919) 787-2540,2005-07-18T00:00:00.000Z,Restaurant,15095,-78.7119967,35.8587201,M
2618,04092017000,THE GARDEN GRILLE & BAR BY HILTON,3912 ARROW DR ,,RALEIGH,,27612,(919) 703-2525,2015-07-28T00:00:00.000Z,Restaurant,20282,-78.67330427,35.83540649,M
2619,04092017313,STARBUCKS #8589,4325-2119 GLENWOOD AVE ,,,,27612,(919) 788-0656,2016-09-09T00:00:00.000Z,Restaurant,10318,-78.67658819,35.8395892,M
2620,04092160037,Sunrise Of Raleigh Assisted Living Cafeteria,4801 Edwards Mill Rd,,RALEIGH,,27612,(919) 787-0777,2003-07-07T00:00:00.000Z,Institutional Food Service,13837,-78.68554467,35.83972668,M
2621,04092015263,FLEMING'S PRIME STEAKHOUSE & WINE BAR #4402,4325 GLENWOOD AVE ,STE 5004,RALEIGH,,27612,(919) 571-6200,2008-10-15T00:00:00.000Z,Restaurant,3918,-78.68184484,35.84183815,T
2622,04092015927,Relish Craft Kitchen/The Kitchen Table,5625 CREEDMOOR RD ,,RALEIGH,,27612,(919) 787-1855,2011-03-31T00:00:00.000Z,Restaurant,18650,-78.68200551,35.85879117,M
2623,04092015793,TENKO JAPAN,4040 ED  DR ,#121,RALEIGH,,27612,(919) 781-5181,2011-08-25T00:00:00.000Z,Restaurant,8138,-78.70319672,35.82518153,M
2624,04092018023,Kim's Restaurant,6014 DURALEIGH RD ,,RALEIGH,,27612,(919) 510-5999,2019-01-08T00:00:00.000Z,Restaurant,17976,-78.7121564,35.86067351,M
2625,04092017290,SAN MARCOS,5300 HOMEWOOD BANKS DR ,,RALEIGH,,27612,(919) 803-4393,2016-08-02T00:00:00.000Z,Restaurant,11033,-78.67983132,35.83702338,M
2626,04092017661,SOMMELIER'S ROAST,3700 GLENWOOD AVE ,SUITE 150,RALEIGH,,27612,(919) 526-1790,2017-08-14T00:00:00.000Z,Restaurant,15150,-78.66617641,35.83070885,M
2627,04092160055,The Covington Foodservice,4510 Duraleigh RD,,RALEIGH,,27612,(919) 791-1981,2006-06-30T00:00:00.000Z,Institutional Food Service,20498,-78.71335322,35.83943618,M
2628,04092015800,"Hwy 55 Burgers, Shakes & Fries",4325  GLENWOOD  AVE ,Ste. 2034,RALEIGH,,27612,(919) 510-5016,2010-10-21T00:00:00.000Z,Restaurant,20509,-78.68184484,35.84183815,T
2629,04092014956,Hardee`s #1206,5601 Creedmoor RD ,,RALEIGH,,27612,(919) 781-4332,2007-09-14T00:00:00.000Z,Restaurant,20565,-78.68107712,35.8581419,M
2630,04092018008,FIVE BROS PIZZA,6300-182 Creedmoor RD ,,,,27612,(919) 594-1699,2018-12-27T00:00:00.000Z,Restaurant,17665,-78.67947283,35.87241027,M
2631,04092016459,FAIRFIELD INN & SUITES CRABTREE BREAKFAST,2201 SUMMIT PARK  LN ,,RALEIGH,,27612,(919) 881-9800,2013-07-09T00:00:00.000Z,Restaurant,9667,-78.67491225,35.83413339,M
2632,04092017566,SEASONS 52 #4547,4325-2100 GLENWOOD AVE ,,,,27612,(919) 787-3052,2017-03-23T00:00:00.000Z,Restaurant,20814,-78.67658819,35.8395892,M
2633,04092030327,BBQ PROPER (WCID #596),3717 NATIONAL DR ,,RALEIGH,,27612,(919) 612-3128,2017-04-07T00:00:00.000Z,Mobile Food Units,20826,-78.66697352,35.8336285,M
2634,04092022013,PAPA'S PIZZA & WINGS,5800-111 DURALEIGH RD ,,,,27612,(919) 783-7373,2017-05-01T00:00:00.000Z,Food Stand,15212,-78.71229258,35.85668505,M
2635,04092015548,RUDINO`S PIZZA & GRINDERS SPORTS CORNER,3101-101 EDWARDS MILL RD ,,,,27612,(919) 786-4235,2009-12-30T00:00:00.000Z,Restaurant,13585,-78.70695216,35.82399087,M
2636,04092015016,Wang`s Kitchen,6300-114 Creedmoor RD ,,,,27612,(919) 846-8820,2007-11-26T00:00:00.000Z,Restaurant,11146,-78.67947283,35.87241027,M
2637,04092021625,HUNGRY HOWIE`S #613, 6701-101 GLENWOOD  AVE ,,,,27612,(919) 782-3434,2010-08-24T00:00:00.000Z,Food Stand,20872,-78.70985634,35.86102134,M
2638,04092016329,COMFORT INN & SUITES,6209 GLENWOOD AVE ,,RALEIGH,,27612,(919) 782-1112,2013-01-20T00:00:00.000Z,Restaurant,7118,-78.70428576,35.85617198,M
2639,04092010133,Casa Carbone,6019-A Glenwood Ave ,,,,27612,(919) 781-8750,1991-05-03T00:00:00.000Z,Restaurant,3330,-78.70070149,35.85470632,M
2640,04092021332,Lowes Foods #218 Produce ,8201 Rowlock WAY ,,RALEIGH,,27612,(919) 792-0304,2005-06-16T00:00:00.000Z,Food Stand,11775,-78.73779149,35.88567281,M
2641,04092016338,HAMPTON INN & SUITES CRABTREE RALEIGH KITCHEN,3920 ARROW DR ,,RALEIGH,,27612,(919) 881-7080,2013-01-04T00:00:00.000Z,Restaurant,10215,-78.67285035,35.83620436,M
2642,04092016683,ROLY POLY,4040 ED DR ,,RALEIGH,,27612,(919) 785-0441,2014-05-13T00:00:00.000Z,Restaurant,6495,-78.70319672,35.82518153,M
2643,04092017046,DOS TAQUITOS,6101 GLENWOOD AVE ,,RALEIGH,,27612,(919) 787-3373,2015-09-30T00:00:00.000Z,Restaurant,21109,-78.70209872,35.85487833,M
2644,04092021379,Harris Teeter #69 Produce,3201-123 Edwards Mill RD,,,,27612,(919) 781-8776,2006-04-21T00:00:00.000Z,Food Stand,12428,-78.70556784,35.82545066,M
2645,04092016364,CHOPSTIX,5607 CREEDMOOR RD ,,RALEIGH,,27612,(919) 781-6268,2013-01-29T00:00:00.000Z,Restaurant,21186,-78.68200551,35.85879117,M
2646,04092016730,JIMMY JOHN'S #1863,6268 GLENWOOD AVE ,STE 100,,,27612,(919) 239-4114,2014-08-12T00:00:00.000Z,Restaurant,11596,-78.70374515,35.85715323,M
2647,04092014884,Glenlake Cafe and Catering,4141 Parklake AVE ,,RALEIGH,,27612,(919) 785-1232,2007-06-13T00:00:00.000Z,Restaurant,17536,-78.68985267,35.83548123,M
2648,04092021380,Harris Teeter #69 Deli /Bakery,3201-123 Edwards Mill RD,,,,27612,(919) 781-8776,2006-04-21T00:00:00.000Z,Food Stand,5385,-78.70556784,35.82545066,M
2649,04092017809,PEDALER WINE AND BEER,5910 DURALEIGH RD ,STE 141,RALEIGH,,27612,(984) 222-3218,2018-03-29T00:00:00.000Z,Restaurant,17441,-78.7119967,35.8587201,M
2650,04092021831,HARRIS TEETER #319 MEAT & SEAFOOD,2051 W. MILLBROOK ROAD,,RALEIGH,,27612,(919) 787-3048,2015-02-13T00:00:00.000Z,Food Stand,18216,-78.67971393,35.85737248,M
2651,04092025224,Luciano,4325 Glenwood AVE ,Suite 2032,RALEIGH,,27612,(919) 571-2528,2018-11-16T00:00:00.000Z,Food Stand,13114,-78.68184484,35.84183815,T
2652,04092016071,BURGER KING #2983,6500 GLENWOOD AVE ,,RALEIGH,,27612,(919) 322-2199,2011-12-19T00:00:00.000Z,Restaurant,5282,-78.70639613,35.85939254,M
2653,04092025185,Pretzelmaker,4325 Glenwood AVE ,Suite 2049,RALEIGH,,27612,(919) 783-5702,2018-07-03T00:00:00.000Z,Food Stand,9197,-78.68184484,35.84183815,T
2654,04092016838,PANERA #1813,6201 GLENWOOD AVE.,,RALEIGH,,27612,(919) 334-2726,2014-12-17T00:00:00.000Z,Restaurant,15534,-78.70383431,35.85593995,M
2655,04092013869,The Cheesecake Factory,4325 Glenwood Ave ,Suite 2086,RALEIGH,,27612,(919) 781-0050,2003-08-08T00:00:00.000Z,Restaurant,12923,-78.68184484,35.84183815,T
2656,04092014064,Holy Trinity Greek Orthodox Church Kitchen,5000 Lead Mine Rd ,,RALEIGH,,27612,(919) 781-4548,2004-06-02T00:00:00.000Z,Restaurant,21368,-78.67202741,35.84928971,M
2657,04092016590,CARIBOU BRUEGGERS #312,3300 DURALEIGH RD ,,RALEIGH,,27612,(919) 787-9611,2013-12-17T00:00:00.000Z,Restaurant,7396,-78.70861775,35.82532536,M
2658,04092021830,STARBUCKS AT HARRIS TEETER #319,2051 W. MILLBROOK ROAD,,RALEIGH,,27612,(919) 787-3048,2015-02-13T00:00:00.000Z,Food Stand,12537,-78.67971393,35.85737248,M
2659,04092017041,FIREHOUSE SUBS #1138,4111 ED DR ,,RALEIGH,,27612,(919) 783-7102,2015-09-22T00:00:00.000Z,Restaurant,17281,-78.70458274,35.82558522,M
2660,04092015515,CAJUN CRAB HOUSE,6204-120 GLENWOOD  AVE ,,,,27612,(919) 781-7599,2009-11-10T00:00:00.000Z,Restaurant,2747,-78.70283224,35.85653115,M
2661,04092021920,THAI BISTRO,4325-2039 GLENWOOD AVE ,,,,27612,(919) 771-7933,2015-12-01T00:00:00.000Z,Food Stand,11350,-78.67658819,35.8395892,M
2662,04092017312,BA-DA WINGS,6300-108 CREEDMOOR RD ,,,,27612,(919) 322-1418,2016-09-09T00:00:00.000Z,Restaurant,8963,-78.67947283,35.87241027,M
2663,04092110104,Jeffreys Grove Elem. Cafeteria,6119 CREEDMOOR RD,,RALEIGH,,27612-2210,(919) 881-4916,1996-08-19T00:00:00.000Z,Public School Lunchrooms,1913,-78.68095307,35.86826091,M
2664,04092012057,Waraji Japanese Restaurant,5910 DURALEIGH RD ,Ste 147,RALEIGH,,27612-2580,(919) 783-1883,1997-06-09T00:00:00.000Z,Restaurant,4459,-78.7119967,35.8587201,M
2665,04092011682,Salsa Fresh Mexican Grill,5910 DURALEIGH RD ,,RALEIGH,,27612-2580,(919) 571-9111,1995-04-25T00:00:00.000Z,Restaurant,980,-78.7119967,35.8587201,M
2666,04092011046,Chilis Bar And Grill,6324 GLENWOOD AVE ,,RALEIGH,,27612-2618,(919) 571-3600,1992-06-05T00:00:00.000Z,Restaurant,5235,-78.70465425,35.85833242,M
2667,04092013574,Taco Bell #1872,6404 GLENWOOD AVE ,,RALEIGH,,27612-2620,(919) 787-9805,2002-05-10T00:00:00.000Z,Restaurant,8099,-78.70522579,35.85866538,M
2668,04092010549,The Peddler Steak House,6005 GLENWOOD AVE ,,RALEIGH,,27612-2636,(919) 787-6980,1991-05-13T00:00:00.000Z,Restaurant,3345,-78.7015418,35.85400627,M
2669,04092016397,GINO'S PIZZA,6260 GLENWOOD AVE ,STE 126,RALEIGH,,27612-2650,(919) 783-7555,2013-04-04T00:00:00.000Z,Restaurant,20669,-78.70313649,35.85876954,M
2670,04092013079,Kadhai-The Indian Wok,6260 GLENWOOD AVE ,Ste 12,RALEIGH,,27612-2650,(919) 785-9730,1992-07-29T00:00:00.000Z,Restaurant,1086,-78.70313649,35.85876954,M
2671,04092011948,Starbucks Coffee,6282 GLENWOOD AVE ,#104 STE 104,RALEIGH,,27612-2651,(919) 785-0111,1996-10-18T00:00:00.000Z,Restaurant,2629,-78.70313649,35.85876954,M
2672,04092011949,O`Malley`s Tavern,5228 HOLLYRIDGE DR ,,RALEIGH,,27612-3114,(919) 787-1234,1996-10-14T00:00:00.000Z,Restaurant,1209,-78.70051587,35.85321466,M
2673,04092011181,NC Farm Bureau Cafeteria,5301 GLENWOOD AVE ,,RALEIGH,,27612-3244,(919) 781-0547,1992-11-13T00:00:00.000Z,Restaurant,136,-78.69211011,35.84689434,M
2674,04092016497,RALEIGH CRABTREE MARRIOTT FOODSERVICE,4500 MARRIOTT DR ,,RALEIGH,,27612-3365,(919) 781-7000,2013-10-03T00:00:00.000Z,Restaurant,20672,-78.67772751,35.84277362,M
2675,04092021738,GREEK FIESTA,4325 GLENWOOD AVE ,STE 2036,RALEIGH,,27612-3374,(919) 571-2545,2013-04-15T00:00:00.000Z,Food Stand,8222,-78.68184484,35.84183815,T
2676,04092015999,NATIONWIDE CAFETERIA/4401 BISTRO,4401 CREEDMOOR RD ,,RALEIGH,,27612-3814,(919) 881-3517,2011-09-23T00:00:00.000Z,Restaurant,14956,-78.68738534,35.84118008,M
2677,04092020937,Big Easy Cajun - Crabtree,4325 GLENWOOD AVE ,# U212,RALEIGH,,27612-4532,(919) 786-1733,2000-05-04T00:00:00.000Z,Food Stand,3119,-78.68184484,35.84183815,T
2678,04092011497,Barnes And Noble Cafe,4325 GLENWOOD AVE,,RALEIGH,,27612-4532,(919) 782-0030,1994-06-03T00:00:00.000Z,Restaurant,1228,-78.68184484,35.84183815,T
2679,04092016120,PANERA BREAD #1641,4325 GLENWOOD AVE ,,RALEIGH,,27612-4532,(919) 785-9093,2012-03-27T00:00:00.000Z,Restaurant,20493,-78.68184484,35.84183815,T
2680,04092018136,Uncle Julio's #48,4325 GLENWOOD AVE,5008,RALEIGH,,27612-4539,(984) 221-1333,2019-07-11T00:00:00.000Z,Restaurant,18985,-78.68184484,35.84183815,T
2681,04092016643,Pub 4100,4100 GLENWOOD AVE ,,RALEIGH,,27612-4626,(919) 782-8600,2014-02-26T00:00:00.000Z,Restaurant,11936,-78.67060162,35.83726771,M
2682,04092020121,Han-Dee Hugo`s #47,4120 GLENWOOD AVE ,,RALEIGH,,27612-4626,(919) 881-9246,1991-04-29T00:00:00.000Z,Food Stand,8314,-78.67251763,35.83778799,M
2683,04092016290,MCDONALDS #15717,4121 BLUE RIDGE RD ,,RALEIGH,,27612-4633,(919) 510-5255,2012-11-16T00:00:00.000Z,Restaurant,18262,-78.67601914,35.83629576,M
2684,04092013023,Residence Inn-Crabtree Foodservice,2200 SUMMIT PARK LN ,,RALEIGH,,27612-4653,(919) 279-3000,1999-10-13T00:00:00.000Z,Restaurant,583,-78.67562565,35.83458474,M
2685,04092010174,Marriott Courtyard Crabtree Restaurant,3908 ARROW DR ,,RALEIGH,,27612-4657,(919) 782-6868,1991-05-06T00:00:00.000Z,Restaurant,19137,-78.67369567,35.83492573,M
2686,04092012307,Starbucks,3101 EDWARDS MILL RD ,,RALEIGH,,27612-5303,(919) 789-4922,1998-08-07T00:00:00.000Z,Restaurant,19104,-78.70695572,35.82544379,M
2687,04092010138,Char-Grill,3211 EDWARDS MILL RD ,,RALEIGH,,27612-5367,(919) 781-2945,1991-05-06T00:00:00.000Z,Restaurant,4280,-78.70580536,35.82555266,M
2688,04092013193,Bella Monica,3121-103 EDWARDS MILL RD ,,,,27612-5369,(919) 881-9778,2000-08-02T00:00:00.000Z,Restaurant,735,-78.70666344,35.82427366,M
2689,04092013386,Independence Village,3113 CHARLES B ROOT WYND,,RALEIGH,,27612-5379,(919) 781-8226,2001-07-31T00:00:00.000Z,Restaurant,3757,-78.70965613,35.82648223,M
2690,04092017176,EDWARDS MILL BAR AND GRILL ,3201 EDWARDS MILL RD ,,RALEIGH,,27612-5385,(919) 783-5447,2016-03-14T00:00:00.000Z,Restaurant,7374,-78.70695572,35.82544379,M
2691,04092300060,Harris Teeter #69 Meat Market,3201-123 EDWARDS MILL RD,,,,27612-5385,(919) 781-8776,1991-08-26T00:00:00.000Z,Meat Market,4107,-78.70556784,35.82545066,M
